,Religious Community Involvement,Local Venue Visitation,Secular Volunteer Service,Online Social Networking,Workplace Socializing,Athletic Engagement,Cultural-Hobby Participation,Neighborhood Integration,Broader Event and Group Participation,Friendship Through Connections,Non-Engagement Preference,Alternative Strategies,Not Clear / Uncodeable Responses,re_category_id,nh_category_id,Nigel_Match,Response,Key_Reasons,JSON
785,1,0,1,0,1,0,0,0,1,0,0,0,0,1010100010000,1110101000000,0,"Going to local events, volunteering, join a church congregation, get to know friends at work, get involved with community events.","This respondent made new friends by attending local events, volunteering, joining a church congregation, getting to know friends at work, and getting involved with community events.","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
790,0,1,0,0,0,0,0,0,1,0,0,0,0,0100000010000,1100000000000,0,attend origination. going to bars,This respondent made new friends by attending origination and going to bars.,"{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
791,0,0,0,0,0,1,0,0,0,0,0,0,0,0000010000000,0000011000000,0,"Join an ultimate frisbee team, climb at a rock gym, live with good people","This respondent made new friends by joining an ultimate frisbee team, climbing at a rock gym, and living with good people.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
792,0,1,0,1,0,0,0,0,0,0,0,0,0,0101000000000,0101100000000,0,"go to lectures, local restaurants, meetups.","This respondent made new friends by attending lectures, going to local restaurants, and participating in meetups.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
793,0,1,0,1,1,0,0,0,0,1,0,0,0,0101100001000,0001101000000,0,"Look for mutual connections with current friends via social media, go out with co-workers, happy hour at local bars, join a social support group at a non-profit, go on an app like Grindr.","This respondent made new friends by:
- Looking for mutual connections via social media
- Going out with co-workers
- Attending happy hour at local bars
- Joining a social support group at a non-profit","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
794,0,0,0,1,1,0,0,0,1,0,0,0,0,0001100010000,0001101000000,0,"Going out with coworkers, looking for facebook events related to my interests, joining a club or group","This respondent made new friends by going out with coworkers, looking for Facebook events related to their interests, and joining a club or group.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
795,0,0,0,1,1,0,1,0,0,0,0,0,0,0001101000000,0001100000000,0,"look up hobby groups online and join, going out with coworkers",This respondent made new friends by joining hobby groups and going out with coworkers.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
800,0,1,0,0,1,1,0,0,0,0,0,1,0,0100110000010,0001110000000,0,"Going out with coworkers, going to local bars, posting online, going to school, joining a gym","This respondent made new friends by going out with coworkers, posting online, going to school, and joining a gym.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
801,0,1,0,0,1,0,0,0,0,0,0,1,0,0100100000010,0100100000000,0,"Going to local bars, going out with coworkers, taking a class","This respondent made new friends by going to local bars, going out with coworkers, and taking a class.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
802,0,0,0,0,1,0,0,0,0,1,0,0,0,0000100001000,0000101000000,0,"Go out with coworkers, try to meet friends of friends, perhaps take a class or start volunteering","This respondent made new friends by going out with coworkers, meeting friends of friends, taking a class, and starting volunteering.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
803,0,0,0,0,0,0,0,0,1,0,0,0,0,0000000010000,0100000000000,0,talking to people and going to town events,This respondent made new friends by talking and attending events.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""1"",
""5"": ""1"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""1"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
959,0,0,1,0,1,0,1,0,0,0,0,0,0,0010101000000,0010110000000,0,"Join an intramural team, go out with coworkers, and volunteer","This respondent made new friends by joining an intramural team, going out with coworkers, and volunteering.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
964,0,0,1,0,0,0,0,0,1,0,0,0,0,0010000010000,0010001000000,0,"Volunteer, get involved with clubs, attend community events","This respondent made new friends by volunteering, getting involved with clubs, and attending community events.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
966,0,0,0,0,1,0,1,0,0,1,0,0,0,0000101001000,0000100001000,0,"Going out with coworkers, meeting friends of friends, starting an improv group, joining a choir, taking a dance class.","This respondent made new friends by going out with coworkers, meeting friends of friends, starting an improv group, joining a choir, and taking a dance class.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
967,0,0,0,0,1,0,0,1,0,0,0,0,0,0000100100000,0000100000000,0,start with work friends and neighbors,This respondent made new friends by starting with work friends and neighbors.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""1"",
""6"": ""0"",
""7"": ""0"",
""8"": ""1"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
969,0,0,0,0,1,1,0,0,0,0,0,0,0,0000110000000,0100110000000,0,I would join sports teams and go to happy hours with colleagues.,This respondent made new friends by joining sports teams and going to happy hours with colleagues.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
971,0,0,0,0,1,0,0,0,1,0,0,0,0,0000100010000,0000101000000,0,"Meet through work, spend time with those people outside of work, attend events","This respondent made new friends by meeting through work, spending time outside of work, and attending events.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
975,0,0,0,1,0,0,0,0,0,0,0,0,0,0001000000000,0001000100000,0,"I would do a few things, some of which I already do to initiate meeting others in my community. 1) I use a ""dating app"" to access people in the community and have met many smart and interesting people that I have share hours of conversation an",This respondent made new friends by using a dating app.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
976,0,0,0,0,1,0,0,1,0,0,0,1,0,0000100100010,0000100100000,0,"If I were going to school I would most likely meet friends there first. Otherwise, I would try to make friends with neighbors or at my job.","This respondent made new friends by going to school, making friends with neighbors, and making friends at their job.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
977,0,0,1,1,1,0,1,0,0,0,0,0,0,0011101000000,0011001000000,0,"I'd probably volunteer, start going to some kind of class or book club if I could find one, try to meet people at work, & maybe join the local queer exchange facebook group & attend some events posted there.","This respondent made new friends by volunteering, attending classes or book clubs, meeting people at work, and joining a local queer exchange Facebook group and attending events.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
979,0,1,1,0,0,0,0,0,1,0,0,0,0,0110000010000,0110001000000,0,"Check out local night life (bars, live music, other events). Go to the library and wander. Volunteer.","This respondent made new friends by:
- Checking out local night life
- Going to the library and wandering
- Volunteering","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
981,0,0,0,0,0,1,0,0,0,0,0,1,0,0000010000010,0000010000000,0,"Join volleyball leagues, join hiking groups, say yes to anything and everything you're invited to","This respondent made new friends by joining volleyball leagues, joining hiking groups, and saying yes to anything and everything they were invited to.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
983,0,1,1,0,1,0,0,0,1,0,0,0,0,0110100010000,0110101000000,0,"Join a group that does something I'm interested in, go out with coworkers, go out to local bars, volunteer, hangout at local spots like coffee shops and bookstores...","This respondent made new friends by joining a group, going out with coworkers, volunteering, and hanging out at local spots.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
984,0,1,1,0,0,0,0,0,1,0,0,0,0,0110000010000,0110001000000,0,"Local bars, music events, volunteering","This respondent made new friends by going to local bars, music events, and volunteering.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
985,0,1,0,0,1,0,0,0,1,0,0,0,0,0100100010000,0000111000000,0,"Taking classes, going to the dog park, going out with coworkers","This respondent made new friends by taking classes, going to the dog park, and going out with coworkers.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
986,0,0,1,0,1,0,0,0,0,0,0,0,0,0010100000000,0011100000000,0,"volunteering, going out with coworkers, networking","This respondent made new friends by volunteering, going out with coworkers, and networking.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
988,0,0,1,1,0,0,0,0,0,0,0,0,0,0011000000000,0001000000000,0,Joining MeetUp groups online or volunteering,This respondent made new friends by joining MeetUp groups and volunteering.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
990,0,0,1,0,1,0,0,0,1,0,0,0,0,0010100010000,0110101000000,0,"Going out with coworkers, joining clubs or interest groups, volunteering, going to bars","This respondent made new friends by going out with coworkers, joining clubs or interest groups, volunteering, and going to bars.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
991,0,0,0,0,0,0,0,0,0,0,0,0,1,0000000000001,0000000100000,0,n/a. I moved within San Francisco.,This respondent made new friends by moving within San Francisco.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
993,0,0,0,0,0,0,0,0,0,0,1,0,0,0000000000100,0000000001100,0,I don't do the friend thing. I would let Brian or Suzie make friends and then befriend the new people.,This respondent made new friends by relying on Brian or Suzie to make friends and then befriending the new people.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
994,1,0,0,0,1,0,0,0,0,1,0,0,0,1000100001000,1000100000000,0,"I have moved to towns far away and made friends with coworkers, gone to different churches, and integrated into existing friends' friendship circles.","This respondent made new friends by: 
- Making friends with coworkers
- Going to different churches
- Integrating into existing friends' friendship circles","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
995,0,0,0,0,1,0,0,0,1,1,0,0,0,0000100011000,0000001001000,0,"Meet friends of friends through my existing network, go to Burning Man events, make friends with coworkers","This respondent made new friends by:
- Meeting friends of friends
- Attending Burning Man events
- Making friends with coworkers","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
996,0,1,0,0,1,0,0,0,1,0,0,0,0,0100100010000,0100100000000,0,"Going out with coworkers, pubs and meeting people at public events (art shows, local stores, etc)","This respondent made new friends by going out with coworkers, pubs, and attending public events.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
998,0,0,0,0,1,0,0,0,0,0,0,0,0,0000100000000,0010100001000,0,i would go out with coworkers and arrange some parties and invite friends and ask them to come with their friends,"This respondent made new friends by going out with coworkers, arranging parties, inviting friends, and asking them to come with their friends.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1000,1,0,0,1,0,0,1,0,0,1,0,1,0,1001001001010,1000101000000,0,"Go to graduate school, take art classes, go to Meet Ups, join a synagogue, contact any friends I might already have living there and meet their friends, go out with coworkers.","This respondent made new friends by:
- Going to graduate school
- Taking art classes
- Going to Meet Ups
- Joining a synagogue
- Contacting any friends they might already have living there and meeting their friends
- Going out with coworkers","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1001,0,0,0,1,0,0,1,0,0,0,0,0,0,0001001000000,0001000000000,0,Join a hackerspace. Go to game shops. Online dating.,"This respondent made new friends by joining a hackerspace, going to game shops, and trying online dating.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1002,0,0,1,0,1,1,0,0,1,0,0,0,0,0010110010000,0000100000000,0,"Contact other alumni of my undergrad and grad program in the area, go out with coworkers. Maybe volunteer or join some sort of sports team or other club?","This respondent made new friends by contacting alumni, going out with coworkers, volunteering, and joining sports teams or clubs.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1003,0,0,1,1,1,0,0,0,0,0,0,0,0,0011100000000,0010000000000,0,"I would go to meet ups, go out with coworkers, volunteer","This respondent made new friends by attending meetups, socializing with coworkers, and volunteering.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1004,0,0,0,1,1,0,0,0,0,0,0,0,0,0001100000000,0000110000000,0,"Going out with coworkers, finding dog meet ups online",This respondent made new friends by going out with coworkers and finding dog meetups online.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1005,0,0,0,1,0,1,0,0,0,0,0,1,0,0001010000010,0000010001000,0,"Probably join a sports league (lacrosse, casual soccer), befriend co-workers, check in with ANY personal/familial contact I had in/near the new city","This respondent made new friends by joining sports leagues, befriending co-workers, and reaching out to personal/familial contacts.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1006,0,0,0,0,1,0,0,0,0,1,0,0,0,0000100001000,0000000001000,0,Hang out with friends and acquaintances who are in proximity.,This respondent made new friends by hanging out with friends and acquaintances.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0000000000000,0001110000000,0,"Going out with coworkers, joining a gym, going to Meetups","This respondent made new friends by going out with coworkers, joining a gym, and going to Meetups.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1008,0,0,0,0,1,0,0,0,1,0,0,0,0,0000100010000,0000101000000,0,I would make friends at work and social gatherings where people share my interests.,This respondent made new friends by making friends at work and social gatherings.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""1"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
1009,0,0,0,0,1,1,0,0,0,0,0,0,0,0000110000000,0000011000000,0,"Train at a fitness center, join a performance group or troupe, go to performing arts events, go out with coworkers, take dance classes and go to social dance events","This respondent made new friends by: 
- Training at a fitness center
- Joining a performance group or troupe
- Attending performing arts events
- Going out with coworkers
- Taking dance classes
- Going to social dance events","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1010,0,1,1,0,1,0,0,0,0,0,0,1,0,0110100000010,0010000000000,0,"I would volunteer, go out with coworkers, take classes at the local community college, and go to bars.","This respondent made new friends by volunteering, going out with coworkers, taking classes, and going to bars.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1011,0,1,0,1,0,0,0,0,1,0,0,0,0,0101000010000,0101001000000,0,"bars, events, online","This respondent made new friends by going to bars, attending events, and connecting online.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1012,0,0,0,1,1,0,1,0,0,0,0,0,0,0001101000000,0001100000000,0,"going out with coworkers, looking at online groups like Meetup.com to check out new book clubs or events groups.",This respondent made new friends by going out with coworkers and looking at online groups.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1014,0,0,0,0,1,0,0,0,0,0,0,1,0,0000100000010,0000100000000,0,I would find new friends through co-workers or classmates,This respondent made new friends by finding new friends through co-workers or classmates.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""1"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
1015,0,0,0,1,1,1,0,0,1,0,0,0,0,0001110010000,0001110000000,0,"going out with coworkers, rec sports leagues, alumni groups, online dating","This respondent made new friends by going out with coworkers, joining rec sports leagues, participating in alumni groups, and trying online dating.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1017,0,1,0,0,1,1,0,0,0,0,0,0,0,0100110000000,0000110000000,0,"Playing sports, going out with coworkers, going to local bars","This respondent made new friends by playing sports, going out with coworkers, and going to local bars.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1019,0,0,0,0,1,0,0,0,0,1,0,0,0,0000100001000,0000100000000,0,"Go out with coworkers, try to find old friends in the area and use those contacts to meet new people.",This respondent made new friends by going out with coworkers and using old contacts.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1020,0,0,0,0,1,0,0,0,1,0,0,0,0,0000100010000,0000101000000,0,"I would go to social events, but mostly hang out with my coworkers or roommates.","This respondent made new friends by attending social events, hanging out with coworkers, and hanging out with roommates.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1021,0,0,0,0,1,0,0,0,1,0,0,0,0,0000100010000,0000101000000,0,"Join community groups, look for friends in coworkers",This respondent made new friends by joining community groups and looking for friends in coworkers.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1023,0,0,0,0,1,0,0,0,0,1,0,0,0,0000100001000,0000000000000,0,I wouldn't move somewhere unless I already knew someone there and then I would probably rely on that person to introduce me to friends. I would also get to know co-workers.,This respondent made new friends by relying on acquaintances and getting to know co-workers.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""1"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
1025,0,1,1,0,1,0,0,1,1,0,0,0,0,0110100110000,0110010000000,0,"joining community groups like volunteering, sports; going to bars and events in the neighborhood, going out with coworkers","This respondent made new friends by joining community groups, volunteering, participating in sports, going to bars and events, and going out with coworkers.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""1"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
1026,0,0,1,0,1,0,0,0,0,0,0,1,0,0010100000010,0010101000000,0,Talking with coworkers; joining a volunteer organization; taking a class,"This respondent made new friends by talking, joining, and taking a class.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
